title,url,language,category,file,summary,status
shadcn/ui,https://vibe-hub.org/en/shadcn-ui,en,shadcn-ui,pages/en/shadcn-ui.md,"A collection of editable UI component code that you add to a React project. Adding Button puts component files in your project, so changing those files changes the…",ok
Shadow,https://vibe-hub.org/en/shadow,en,shadow,pages/en/shadow.md,"Use light and depth to separate overlapping surfaces. A shadow can show that a menu, dialog, or card sits above another surface. It should support a real layer…",ok
Sidebar,https://vibe-hub.org/en/sidebar-layout,en,sidebar-layout,pages/en/sidebar-layout.md,"Keep navigation in a vertical column beside the content. A sidebar suits products with many sections, grouped tools, or workspaces that users switch between often. Give…",ok
Single Page,https://vibe-hub.org/en/single-page-layout,en,single-page-layout,pages/en/single-page-layout.md,"Arrange a complete story in sections down one scrolling page. A single-page layout guides visitors through a sequence such as value, proof, features, pricing, and…",ok
Skeleton,https://vibe-hub.org/en/skeleton,en,skeleton,pages/en/skeleton.md,Reserve the layout while content is loading. A skeleton roughly matches the shape of incoming content so the page stays stable during a short load. It should not be a…,ok
Skill,https://vibe-hub.org/en/skill,en,skill,pages/en/skill.md,"A structured folder—usually starting with `SKILL.md`—that gives an AI agent reusable instructions and supporting files. A Skill can include instructions, scripts…",ok
SkipLink,https://vibe-hub.org/en/skip-link,en,skip-link,pages/en/skip-link.md,A link that lets keyboard users skip repeated navigation and move to the main content. A skip link appears when someone starts tabbing through a page and moves focus…,ok
Slider,https://vibe-hub.org/en/slider,en,slider,pages/en/slider.md,"Drag to adjust a value within a range. A slider is useful for quickly changing volume, brightness, or a price range. Show the limits and current value, and make the…",ok
Smoke Test,https://vibe-hub.org/en/smoke-test,en,smoke-test,pages/en/smoke-test.md,"A smoke test uses a few critical checks after a new build to decide whether the system is worth deeper testing. A new version can open home, log in, and call a core API…",ok
SocialProof,https://vibe-hub.org/en/social-proof,en,social-proof,pages/en/social-proof.md,"Support a product claim with evidence from real use. Social proof can include customer logos, measured results, reviews, certifications, or case studies. Choose…",ok
Space,https://vibe-hub.org/en/space,en,space,pages/en/space.md,"Use empty space to show which things belong together. Related items should sit close together, while separate groups need more room between them. That empty room is…",ok
Spinner,https://vibe-hub.org/en/spinner,en,spinner,pages/en/spinner.md,"A rotating indicator that shows a short, indeterminate wait. Use a spinner for a brief wait with no reliable completion percentage, such as a submit button, local…",ok
Spring,https://vibe-hub.org/en/spring,en,spring,pages/en/spring.md,Create motion that settles with weight and elasticity. Spring motion is defined by physical-style values such as stiffness and damping rather than only a fixed curve.…,ok
SQL,https://vibe-hub.org/en/sql,en,sql,pages/en/sql.md,"Ask a relational database to read or change structured records. SQL can select, filter, join, insert, update, and delete data in relational databases. Parameterize user…",ok
Staging,https://vibe-hub.org/en/staging,en,staging,pages/en/staging.md,Staging is an isolated pre-production environment used to validate a candidate release under production-like conditions. A candidate version can run in staging with…,ok
Stash,https://vibe-hub.org/en/stash,en,stash,pages/en/stash.md,Temporarily set aside uncommitted changes. Stash stores selected working changes and restores a cleaner directory so another task can proceed. It is useful for short…,ok
State,https://vibe-hub.org/en/state,en,state,pages/en/state.md,"State is information the interface needs to remember right now and that can change from actions or results. A form submitting, a modal being open, a cart count, and the…",ok
Stateless Request,https://vibe-hub.org/en/stateless-request,en,stateless-request,pages/en/stateless-request.md,"A model request that must include the context it needs each time. If you send only “make the second one shorter” without the earlier titles, the model cannot know what…",ok
Statistic,https://vibe-hub.org/en/statistic,en,statistic,pages/en/statistic.md,"Highlight a small number of important values. A statistic combines a label, value, unit, and sometimes a trend. If a number went up or down, say what time period or…",ok
Steps,https://vibe-hub.org/en/steps,en,steps,pages/en/steps.md,Show progress through a task with several required stages. A step indicator shows where the user is in a fixed process such as checkout or setup. Use clear stage names…,ok
Sticky,https://vibe-hub.org/en/sticky,en,sticky,pages/en/sticky.md,"Keep an element visible after scrolling reaches it. Sticky positioning lets a header, table heading, or section navigation follow the viewport within its container. It…",ok
Streaming Response,https://vibe-hub.org/en/streaming-response,en,streaming-response,pages/en/streaming-response.md,A response sent and displayed in consecutive pieces as it is generated. A chat answer can appear as if it is typing. An early first piece makes waiting feel shorter…,ok
Structured Output,https://vibe-hub.org/en/structured-output,en,structured-output,pages/en/structured-output.md,"Model output returned in an agreed, machine-checkable shape. To fill a calendar form from an email, a product can require fields such as title, date, and location with…",ok
Apple HIG,https://vibe-hub.org/en/style-apple,en,style-apple,pages/en/style-apple.md,"Use precise hierarchy, generous space, and polished product imagery. Apple-style web design combines large, controlled type, focused storytelling, high-quality product…",ok
Bento Grid,https://vibe-hub.org/en/style-bento,en,style-bento,pages/en/style-bento.md,Arrange different kinds of content in a clear modular grid. A bento grid places feature cards of different sizes into one structured composition. Larger cells signal…,ok
Neo-Brutalism,https://vibe-hub.org/en/style-brutalism,en,style-brutalism,pages/en/style-brutalism.md,"Use direct structure, strong contrast, and deliberately exposed construction. Neo-brutalist web design uses heavy outlines, bold type, simple shapes, hard shadows, and…",ok
DTC E-commerce,https://vibe-hub.org/en/style-commerce,en,style-commerce,pages/en/style-commerce.md,"Let product, brand feeling, and buying information work together toward a decision. DTC, or direct-to-consumer, describes a business model rather than a visual style.…",ok
Dark UI,https://vibe-hub.org/en/style-dark-tech,en,style-dark-tech,pages/en/style-dark-tech.md,Build clear hierarchy with a dark color scheme instead of simply turning the page black. Dark UI is an interface color scheme built primarily from dark backgrounds and…,ok
Editorial,https://vibe-hub.org/en/style-editorial,en,style-editorial,pages/en/style-editorial.md,"Use publication-style typography, imagery, and pacing to tell a story. Editorial web design borrows from magazines through expressive headlines, considered image crops…",ok
B2B Corporate Site,https://vibe-hub.org/en/style-enterprise,en,style-enterprise,pages/en/style-enterprise.md,"Build confidence through stable structure, concrete evidence, and real business context. A B2B corporate site is a website type for organizational buying, not a fixed…",ok
Flat Design,https://vibe-hub.org/en/style-flat,en,style-flat,pages/en/style-flat.md,"Use simple shapes, clear color, and minimal surface decoration. Flat design removes realistic texture and depth in favor of icons, type, color blocks, and direct…",ok
Glassmorphism,https://vibe-hub.org/en/style-glass,en,style-glass,pages/en/style-glass.md,"Use translucent, blurred surfaces to separate layered content. Glassmorphism combines transparent color, backdrop blur, light borders, and layered backgrounds. It can…",ok
Material Design,https://vibe-hub.org/en/style-material,en,style-material,pages/en/style-material.md,"Use a systematic component language with clear layers and motion. Material Design is Google's design system for components, layout, color, type, elevation, and motion.…",ok
Memphis,https://vibe-hub.org/en/style-memphis,en,style-memphis,pages/en/style-memphis.md,"Use bold geometry, pattern, and asymmetry for an energetic composition. Memphis design uses geometric shapes, dots, squiggles, contrasting color, and playful imbalance.…",ok
Minimalism,https://vibe-hub.org/en/style-minimal,en,style-minimal,pages/en/style-minimal.md,"Remove what does not help the task and make the remaining hierarchy clear. Modern minimalism uses restrained color, type, spacing, and decoration so the content and…",ok
Neumorphism,https://vibe-hub.org/en/style-neumorphism,en,style-neumorphism,pages/en/style-neumorphism.md,"Use paired soft shadows to make controls appear pressed from one surface. Neumorphism, or Soft UI, uses highlights and shadows on nearly identical foreground and…",ok
Notion Style,https://vibe-hub.org/en/style-notion,en,style-notion,pages/en/style-notion.md,"Use document-like structure, quiet surfaces, and practical controls. Notion-style interfaces feel close to an editable document: clear text hierarchy, compact icons…",ok
Organic Design,https://vibe-hub.org/en/style-organic,en,style-organic,pages/en/style-organic.md,"Create warmth through natural material, real people, and a gentler pace. Organic design uses flowing curves, irregular shapes, material texture, and earth colors drawn…",ok
Playful Illustration,https://vibe-hub.org/en/style-playful,en,style-playful,pages/en/style-playful.md,"Use distinctive character, shape, and feedback to make a product feel friendly and alive. Playful illustration is a visual direction that builds brand character through…",ok
SaaS Marketing Site,https://vibe-hub.org/en/style-saas,en,style-saas,pages/en/style-saas.md,"Place the value, product proof, and next action on one clear reading path. A SaaS marketing site is a common website pattern, not a formal visual movement. It organizes…",ok
Skeuomorphism,https://vibe-hub.org/en/style-skeuomorphism,en,style-skeuomorphism,pages/en/style-skeuomorphism.md,"Use familiar real-world form and material to explain a digital control. Skeuomorphism makes digital objects resemble physical ones through shape, texture, light, and…",ok
Swiss Style,https://vibe-hub.org/en/style-swiss,en,style-swiss,pages/en/style-swiss.md,"Build clarity through grid, typography, and objective visual order. Swiss Style uses a strong grid, sans-serif type, asymmetric composition, and disciplined spacing to…",ok
Terminal Aesthetic,https://vibe-hub.org/en/style-terminal,en,style-terminal,pages/en/style-terminal.md,"Borrow command-line language to feel direct, technical, and tool-like. A terminal aesthetic uses monospaced type, prompts, command output, and a restrained palette. It…",ok
Wabi-sabi,https://vibe-hub.org/en/style-wabisabi,en,style-wabisabi,pages/en/style-wabisabi.md,"Use natural material, space, and asymmetry to create a quiet pace. Wabi-sabi-inspired web design draws from natural color, material texture, negative space, and…",ok
Y2K,https://vibe-hub.org/en/style-y2k,en,style-y2k,pages/en/style-y2k.md,"Use glossy digital optimism, bright plastic color, and early-2000s references. Y2K design draws from the late 1990s and early 2000s: translucent plastic, chrome…",ok
Sub-agent,https://vibe-hub.org/en/sub-agent,en,sub-agent,pages/en/sub-agent.md,"A separate agent the main agent assigns to a bounded part of a larger task. Before release, a main agent can ask one sub-agent to review copy and another to check…",ok
Switch,https://vibe-hub.org/en/switch,en,switch,pages/en/switch.md,"Turn a setting on or off immediately. A switch shows whether a feature is currently on or off, such as dark mode or autosave. The change should take effect and show…",ok
System Prompt,https://vibe-hub.org/en/system-prompt,en,system-prompt,pages/en/system-prompt.md,Instructions an AI product gives the model behind the scenes to guide its behavior. A support assistant can be told to hand off refunds above $500. That rule can shape…,ok
Table,https://vibe-hub.org/en/table,en,table,pages/en/table.md,"Compare many records across the same columns. Tables suit orders, members, inventory, and other records that share the same fields. Sorting, filtering, and pagination…",ok
Tabs,https://vibe-hub.org/en/tabs,en,tabs,pages/en/tabs.md,"Switch between a few peer sections on the same page. Tabs work for sections such as Overview, Settings, and Logs under the same object. Keep the active tab obvious and…",ok
Tag,https://vibe-hub.org/en/tag,en,tag,pages/en/tag.md,"Mark a status, category, or selected condition with short text. Tags help people recognize status, category, and active filters at a glance. Color can support scanning…",ok
Tailwind CSS,https://vibe-hub.org/en/tailwind-css,en,tailwind-css,pages/en/tailwind-css.md,"A utility-first CSS framework that styles elements through small class names. Classes such as `p-6`, `rounded-xl`, and `border` give a card padding, rounded corners…",ok
Tech Stack,https://vibe-hub.org/en/tech-stack,en,tech-stack,pages/en/tech-stack.md,"The set of languages, frameworks, data services, and tools used to build and run software. A website might combine JavaScript, React, a database, build tools, and…",ok
Terminal,https://vibe-hub.org/en/terminal,en,terminal,pages/en/terminal.md,"Run text commands in a specific folder on your computer or server. A terminal gives you a prompt where commands can start tools, install packages, inspect files, and…",ok
Test Case,https://vibe-hub.org/en/test-case,en,test-case,pages/en/test-case.md,"A test case is one repeatable check that states preparation, action, input, and expected result. Prepare a registered account, enter its email with a wrong password…",ok
Test Coverage,https://vibe-hub.org/en/test-coverage,en,test-coverage,pages/en/test-coverage.md,"Test coverage measures how much of requirements, code structure, or risk paths have been reached by tests. Branch coverage can show whether the…",ok
Test Double,https://vibe-hub.org/en/test-double,en,test-double,pages/en/test-double.md,"A test double is a controllable object that replaces a real dependency during testing. When an order module requests payment, a double can reliably return success…",ok
Test Data and Fixture,https://vibe-hub.org/en/test-fixture,en,test-fixture,pages/en/test-fixture.md,Test data are input and state samples; a fixture is a reusable setup and cleanup mechanism. A fixed user and order JSON are test data. Creating an account and order…,ok
Text Truncate,https://vibe-hub.org/en/text-truncate,en,text-truncate,pages/en/text-truncate.md,"Shorten text that cannot fit in the available space. Text truncation keeps a title or filename from breaking a compact layout, usually with an ellipsis. It hides…",ok
Textarea,https://vibe-hub.org/en/textarea,en,textarea,pages/en/textarea.md,"Let the user enter several lines of text. Comments, descriptions, feedback, and prompts for AI often need a multiline textarea. Give it a useful starting height and…",ok
TimePicker,https://vibe-hub.org/en/time-picker,en,time-picker,pages/en/time-picker.md,"Choose a specific time within allowed hours. A time picker lets people choose hours and minutes, and sometimes seconds. Make the 12-hour or 24-hour format clear, define…",ok
Timeline,https://vibe-hub.org/en/timeline,en,timeline,pages/en/timeline.md,"Show a sequence of events in time order. A timeline works for shipping, approval records, and release history. Choose whether the newest event appears first or last and…",ok
Toast,https://vibe-hub.org/en/toast,en,toast,pages/en/toast.md,"Briefly confirm a small action that just finished. A toast is useful for lightweight feedback such as Saved, Copied, or Added. It normally disappears after a few…",ok
Token,https://vibe-hub.org/en/token,en,token,pages/en/token.md,"A small piece of text or code that a model reads and writes. Models split text, punctuation, and code into tokens using their own rules. Input and output token counts…",ok
Token Usage & Cost,https://vibe-hub.org/en/token-cost,en,token-cost,pages/en/token-cost.md,"The cumulative model tokens in a task and the price calculated from the model’s rate card. System rules, chat history, files, tool results, and model output all use…",ok
Tool Calling,https://vibe-hub.org/en/tool-calling,en,tool-calling,pages/en/tool-calling.md,"A model’s request for an application to run a named tool with parameters. A model can request a calendar lookup, but the application must validate the permissions and…",ok
Tooltip,https://vibe-hub.org/en/tooltip,en,tooltip,pages/en/tooltip.md,Explain a compact control with a short text label. A tooltip gives a brief label or hint for an icon or unfamiliar control. It should appear on keyboard focus as well…,ok
Top Nav,https://vibe-hub.org/en/top-nav-layout,en,top-nav-layout,pages/en/top-nav-layout.md,Place the main navigation across the top of the page. A top-navigation layout works when a product has a small number of primary sections and needs wide content space…,ok
AI Terms for Vibe Coding,https://vibe-hub.org/en/topics/ai,en,topics,pages/en/topics/ai.md,"22 ai terms explained with visual examples, real use cases, and clear boundaries for people building with vibe coding.",ok
Backend Terms for Vibe Coding,https://vibe-hub.org/en/topics/backend,en,topics,pages/en/topics/backend.md,"30 backend terms explained with visual examples, real use cases, and clear boundaries for people building with vibe coding.",ok
Design Styles Terms for Vibe Coding,https://vibe-hub.org/en/topics/design,en,topics,pages/en/topics/design.md,"22 design styles terms explained with visual examples, real use cases, and clear boundaries for people building with vibe coding.",ok
Git Terms for Vibe Coding,https://vibe-hub.org/en/topics/git,en,topics,pages/en/topics/git.md,"12 git terms explained with visual examples, real use cases, and clear boundaries for people building with vibe coding.",ok
Product Terms for Vibe Coding,https://vibe-hub.org/en/topics/product,en,topics,pages/en/topics/product.md,"3 product terms explained with visual examples, real use cases, and clear boundaries for people building with vibe coding.",ok
Tech Stack Terms for Vibe Coding,https://vibe-hub.org/en/topics/technology,en,topics,pages/en/topics/technology.md,"25 tech stack terms explained with visual examples, real use cases, and clear boundaries for people building with vibe coding.",ok
Transition,https://vibe-hub.org/en/transition,en,transition,pages/en/transition.md,"Smooth the change between two visual states. A transition animates a CSS property when its value changes, such as color on hover or a panel opening. Use it to clarify…",ok
Tree,https://vibe-hub.org/en/tree,en,tree,pages/en/tree.md,"Expand and browse data with parent-child levels. A tree reveals folders, departments, categories, and other hierarchies by expanding and collapsing levels. It may…",ok
TreeSelect,https://vibe-hub.org/en/tree-select,en,tree-select,pages/en/tree-select.md,"Choose one or more items from a hierarchy. A tree selector fits departments, categories, and permission scopes with parent-child relationships. Explain whether…",ok
TypeScript,https://vibe-hub.org/en/typescript,en,typescript,pages/en/typescript.md,"A language that checks written code for mismatched names and value types before it runs. If you type `user.nmae` instead of `user.name`, TypeScript can flag it before…",ok
Typography,https://vibe-hub.org/en/typography,en,typography,pages/en/typography.md,"Use text size and style to show what matters first. Typography separates headings, body text, and supporting information through size, line height, weight, and color.…",ok
Unit Test,https://vibe-hub.org/en/unit-test,en,unit-test,pages/en/unit-test.md,"A unit test tests one independently verifiable function, component, or small module. Pass a fixed price to a tax function and assert the amount, or check that a…",ok
Upload,https://vibe-hub.org/en/upload,en,upload,pages/en/upload.md,"Send a file from a device to the website. Uploading includes choosing, transferring, and saving a file. Explain type, size, and count limits before selection, show…",ok
URL,https://vibe-hub.org/en/url,en,url,pages/en/url.md,"Describe the exact location of a resource on the web. A URL contains pieces such as protocol, domain, path, query, and fragment. Together they identify a page or…",ok
User Flow,https://vibe-hub.org/en/user-flow,en,user-flow,pages/en/user-flow.md,"A path diagram of the steps and branches a user takes to reach one goal. A sign-up flow might show entering the sign-up page, filling in details, verification success…",ok
UserVoice,https://vibe-hub.org/en/user-voice,en,user-voice,pages/en/user-voice.md,Use real customer words to show a concrete experience. A customer quote can explain what changed for a real user in language that feels more specific than product…,ok
Vibe Coding,https://vibe-hub.org/en/vibe-coding,en,vibe-coding,pages/en/vibe-coding.md,"Building software by describing the desired result to an AI agent and reviewing the work it makes. You can ask an agent to build a settings page, inspect the changed…",ok
Turn rough ideas into clear requests your Agent understands,https://vibe-hub.org/en/vibehub-skill,en,vibehub-skill,pages/en/vibehub-skill.md,"Install VibeHub Skill to help your agent identify terms from a description, teach a topic, and practice in your current project. It covers 234 visual terms and project…",ok
Video,https://vibe-hub.org/en/video,en,video,pages/en/video.md,"Media with moving images and a duration that plays on a page. Video can demonstrate a product action or teach a course, such as “Create a project in two minutes.” The…",ok
Vue,https://vibe-hub.org/en/vue,en,vue,pages/en/vue.md,"A JavaScript framework for building interactive interfaces with templates and components. When a `+1` button changes a count from 0 to 1, Vue updates the bound text on…",ok
Worktree,https://vibe-hub.org/en/worktree,en,worktree,pages/en/worktree.md,Check out another branch in a second working directory. A Git worktree lets one repository have several working directories at the same time. It is useful when a long…,ok
Z-Index,https://vibe-hub.org/en/z-index,en,z-index,pages/en/z-index.md,Control which overlapping layer appears on top. Z-index affects the stacking order of positioned elements inside a stacking context. A larger number does not always…,ok
验收标准 Acceptance Criteria,https://vibe-hub.org/acceptance-criteria,zh,acceptance-criteria,pages/zh/acceptance-criteria.md,验收标准是利益相关者用来判断成果是否可接受的一组可检查条件。 例如旅行攻略可以要求“每天都有路线、景点开放时间来自官方来源、换乘时间能够实际执行”。这些条件应能直接判通过或不通过；代码覆盖率和开发者自评可以提供线索，但不能替代用户结果。 也常被叫作Acceptance Criteria、验收条件。 VibeHub 可视化图解与使用边界…,ok
按下 Active,https://vibe-hub.org/active,zh,active,pages/zh/active.md,按下是控件从指针按下到松开期间呈现的短暂交互状态. active 通常出现在指针按下到松开之间，键盘激活也应有对应反馈。可以轻微下沉或改变颜色，但幅度要结合组件、品牌和可读性决定，没有固定缩放值；它不是hover、持续选中或禁用状态。 VibeHub 可视化图解与使用边界 · 前端术语。,ok
Agent 循环 Agent Loop,https://vibe-hub.org/agent-loop,zh,agent-loop,pages/zh/agent-loop.md,产品反复调用模型和工具，并控制继续、确认或停止的运行机制。 例如修复页面按钮时，产品把读取、修改和检查结果一轮轮交给模型，并在检查通过、达到次数上限或需要你确认时停止。它负责控制任务怎样运行，不能只看模型说“完成了”。 也常被叫作Agentic Loop、智能体循环。 VibeHub 可视化图解与使用边界 · AI术语。,ok
AI Agent,https://vibe-hub.org/ai-agent,zh,ai-agent,pages/zh/ai-agent.md,AI Agent 是能围绕一个目标自己选择步骤并使用工具的 AI 系统，常见于改代码、整理资料和处理重复工作。 例如你让它整理会议，它可以读取会议记录、提取决定和待办，再写进文档；每一步会根据实际结果决定下一步。它能使用哪些文件和工具、何时必须确认，仍由产品权限和规则决定。 也常被叫作智能体、智能代理、Agent。 VibeHub…,ok
AI 应用基础 AI Application Basics,https://vibe-hub.org/ai-basics,zh,ai-basics,pages/zh/ai-basics.md,AI 应用是把模型接进网页或软件、让用户提问或完成任务的产品，例如聊天助手和代码助手。 例如用户说“帮我查明天下午的日历”：界面接住问题，模型判断要查什么，日历工具读取真实日程，应用再把结果显示出来。模型不能自己进入日历，权限和实际查询由产品与工具负责。 也常被叫作生成式 AI 基础、LLM 应用基础。 VibeHub…,ok
AI 幻觉 AI Hallucination,https://vibe-hub.org/ai-hallucination,zh,ai-hallucination,pages/zh/ai-hallucination.md,AI 幻觉是模型生成看似可信、但不准确、无依据或虚构的信息。 例如 AI 可能编造景点开放时间、不存在的链接、过期规则，或项目里没有的函数；流畅语气不能当作证据。涉及会变化的外部事实时，可以让 Agent 联网调研，但结论仍要回到官方或原始来源、工具结果、测试和真人判断。 也常被叫作模型幻觉、Hallucination、AI 编造。…,ok
警告提示 Alert,https://vibe-hub.org/alert,zh,alert,pages/zh/alert.md,警告提示是嵌在页面内容中、持续说明状态、风险或异常的提示组件. 账号即将到期可在设置页相关位置显示警告提示。它不阻断当前操作，但重要程度不能只靠颜色，需同时使用标题、图标和文字。 VibeHub 可视化图解与使用边界 · 前端术语。,ok
锚点 Anchor,https://vibe-hub.org/anchor,zh,anchor,pages/zh/anchor.md,锚点是让用户在同一长页面内跳到指定章节位置的页内导航链接. 这里说的锚点是文档目录中用于跳到“安装”“API”等小节的页内链接。HTML 的链接元素本身也能前往其他页面或资源；在本词条中，跨页导航统一归入link说明。 VibeHub 可视化图解与使用边界 · 前端术语。,ok
动画 Animation,https://vibe-hub.org/animation,zh,animation,pages/zh/animation.md,动画是一种用 @keyframes 定义多个阶段，并控制其播放方式的 CSS 动效. 加载指示、分步入场等连续变化可用 animation；简单的悬停和选中反馈通常用transition就够了。循环和大幅移动容易干扰阅读，必须尊重 prefers-reduced-motion；结束后是否停在最后一帧也应由实际界面状态决定。…,ok
API,https://vibe-hub.org/api,zh,api,pages/zh/api.md,两个软件互相请求数据或功能时共同遵守的约定. 比如天气 App 请求“深圳今天多少度”，天气服务会返回温度和天气状态。API 会说明请求需要带什么、结果长什么样；其中某一个具体请求地址才是端点。API 不是页面、后端代码或数据库。 也常被叫作API 接口、应用程序编程接口。 VibeHub 可视化图解与使用边界 · 后端术语。,ok
身份认证 Authentication,https://vibe-hub.org/authentication,zh,authentication,pages/zh/authentication.md,身份认证是验证用户所声明身份的机制. 用户用密码、验证码或第三方身份结果证明身份；验证通过后，应用通常另用 Cookie 携带 session ID，或让客户端携带 Token 延续登录状态。密码不能明文保存；登录后仍要由authorization判断用户能做什么。 也常被叫作登录认证。 VibeHub 可视化图解与使用边界 ·…,ok
权限控制 Authorization,https://vibe-hub.org/authorization,zh,authorization,pages/zh/authorization.md,权限控制是在确认身份后判断用户能访问或操作哪些资源的机制. 例如，普通用户只能修改自己的资料，管理员可管理成员。敏感操作必须在服务端逐次检查；隐藏按钮只改善界面，不能代替权限判断。 VibeHub 可视化图解与使用边界 · 后端术语。,ok
自动完成 AutoComplete,https://vibe-hub.org/auto-complete,zh,auto-complete,pages/zh/auto-complete.md,自动完成是在用户输入时显示匹配建议、帮助更快完成输入的表单控件. 填写地址、联系人或标签时可从建议中点选，也可继续输入。最终能否提交未匹配内容取决于业务规则；只接受固定选项时要限制为选择建议，或改用 select，并处理无匹配和加载失败。 也常被叫作自动补全、输入建议。 VibeHub 可视化图解与使用边界 · 前端术语。,ok
头像 Avatar,https://vibe-hub.org/avatar,zh,avatar,pages/zh/avatar.md,头像是用于识别用户、团队或组织的图像、首字或标志组件. 成员列表和评论区可用头像帮助快速认人。应同时展示姓名，不能只靠头像辨认身份；使用照片还要尊重隐私设置。 VibeHub 可视化图解与使用边界 · 前端术语。,ok
回到顶部 BackTop,https://vibe-hub.org/back-top,zh,back-top,pages/zh/back-top.md,回到顶部是让用户从长页面当前位置快速返回页首的导航按钮. 读完很长的帮助文章后可点击它回到目录。按钮不能遮挡聊天或提交入口；短页面和已有便捷目录的页面通常不需要。 VibeHub 可视化图解与使用边界 · 前端术语。,ok
毛玻璃 Backdrop Blur,https://vibe-hub.org/backdrop-blur,zh,backdrop-blur,pages/zh/backdrop-blur.md,毛玻璃是一种通过模糊元素背后画面，让半透明界面层与背景区分开的视觉效果. 用 backdrop-filter: blur() 可以让悬浮导航或弹窗保留背景轮廓，同时仍与页面内容分开。元素背景必须有透明度才能看见模糊；它可能增加渲染开销并降低文字对比度，因此不要把它铺在大段正文上，还要准备不支持该属性时仍清楚可读的纯色背景。…,ok
后端 Backend,https://vibe-hub.org/backend,zh,backend,pages/zh/backend.md,用户通常看不见、负责处理请求和数据的服务器端部分. 比如用户在注册页点击提交后，后端会检查手机号和验证码、创建账号，再把成功或失败返回给页面。密码、密钥和权限规则应留在后端，不能只靠页面判断。 VibeHub 可视化图解与使用边界 · 后端术语。,ok
后端框架 Backend Framework,https://vibe-hub.org/backend-framework,zh,backend-framework,pages/zh/backend-framework.md,开发后端时使用的现成项目骨架，帮助组织请求、处理代码和错误. 例如，注册请求到来后，框架会把它交给注册功能的代码，并在出错时返回明确结果。框架不是一门新语言，应优先沿用项目已经选择的方案。 VibeHub 可视化图解与使用边界 · 后端术语。,ok
徽标 Badge,https://vibe-hub.org/badge,zh,badge,pages/zh/badge.md,徽标是附着在其他元素旁、补充数量或状态的简短标记. 消息图标右上角的“3”可提醒未读数量。不能只用红点或颜色表达重要状态，读屏用户也需要获得完整说明。 VibeHub 可视化图解与使用边界 · 前端术语。,ok
圆角 BorderRadius,https://vibe-hub.org/border-radius,zh,border-radius,pages/zh/border-radius.md,圆角是通过 border-radius 把元素直角改为圆弧的 CSS 样式. 卡片、按钮和头像常用 border-radius 控制四个角的弧度；正方形设为 50% 可得到圆形，长条设为很大的值可得到胶囊形。项目里应建立少量可复用的圆角档位，避免任意混用数值；圆角会影响观感，但“越圆越亲和”只是设计经验。 VibeHub…,ok
盒模型 Box Model,https://vibe-hub.org/box-model,zh,box-model,pages/zh/box-model.md,盒模型是浏览器计算元素内容、内边距、边框和外边距所占空间的规则。 例如卡片内容宽 320px，再加左右内边距和边框，实际占用宽度可能更大，导致两列排不下；按钮的可点击区域也受这些层次影响。它解释尺寸怎样算，不负责内容超出后该显示、裁切还是滚动。 也常被叫作CSS 盒模型。 VibeHub 可视化图解与使用边界 · 前端术语。,ok
分支 Branch,https://vibe-hub.org/branch,zh,branch,pages/zh/branch.md,从当前版本另开一条修改路线，让新功能先不混进主版本. 例如，从 main 新建 feature/new-nav，只在这条路线修改和测试导航，确认后再通过merge或pull-request合回 main。新分支与 main 共享已有历史，只是从分开的地方继续记录新改动；切换前还要检查未提交内容。 VibeHub 可视化图解与使用边界…,ok
面包屑 Breadcrumb,https://vibe-hub.org/breadcrumb,zh,breadcrumb,pages/zh/breadcrumb.md,面包屑是按层级展示当前页面路径、帮助用户返回上级的导航组件. “首页 / 项目 / 设置”可让用户看懂当前位置并返回项目页。上级通常可点击，当前页只说明位置，不需要链接到自己。 VibeHub 可视化图解与使用边界 · 前端术语。,ok
浏览器存储 Browser Storage,https://vibe-hub.org/browser-storage,zh,browser-storage,pages/zh/browser-storage.md,浏览器存储是网页把数据保存在用户当前浏览器中的本地机制。 例如记住深色模式、未提交的表单草稿或最近查看过的项目；刷新或下次打开时仍可能读取到。它通常只属于这一浏览器和设备，用户清除浏览数据、换浏览器或换设备后不保证还在。 也常被叫作客户端存储、本地存储、Web Storage。 VibeHub 可视化图解与使用边界 · 后端术语。,ok
构建 Build,https://vibe-hub.org/build,zh,build,pages/zh/build.md,构建是把源码、依赖和配置转换为可运行或可发布产物的过程。 例如前端项目执行构建后生成 dist，服务项目也可能生成带版本号的容器镜像。构建成功只证明产物已经产生；把它放进测试或生产环境属于部署。 也常被叫作Build、项目构建、打包。 VibeHub 可视化图解与使用边界 · 技术栈术语。,ok
按钮 Button,https://vibe-hub.org/button,zh,button,pages/zh/button.md,按钮是让用户在当前页面执行保存、提交、删除等操作的可点击控件. 用户提交注册表单或保存设置时会点击按钮。链接负责前往别处；同一操作区应突出一个主要动作，其余动作降低层级。 也常被叫作操作按钮。 VibeHub 可视化图解与使用边界 · 前端术语。,ok
卡片 Card,https://vibe-hub.org/card,zh,card,pages/zh/card.md,卡片是把同一对象的标题、摘要、图片和操作组织在一起的内容容器. 项目、商品或文章的浏览页可一张卡片对应一个对象。整张卡是否能点击必须清楚；局部操作则让链接和按钮分别承担。 VibeHub 可视化图解与使用边界 · 前端术语。,ok
